Ticker,date,close,volume,sentiment,headline,News_Body,Time,seq
,3/27/2015,,,,Altera Had a Market Value of $10.4 Billion Friday,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  March 27, 2015 15:32 ET (19:32 GMT)</p>
",7:32:38 PM,9704
,3/27/2015,,,,Deal Would Be Largest In Intel's History,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  March 27, 2015 15:32 ET (19:32 GMT)</p>
",7:32:38 PM,9705
,3/27/2015,,,,Intel in Talks to Buy Altera,"<pre>
By Dana Mattioli and Dana Cimilluca </pre>
<p>
     Intel Corp. is talks to buy Altera Corp. in a deal that would be the chip-making giant's largest takeover ever. </p>
<p>
     Terms of the potential deal and its timing couldn't be learned, and it's possible there ultimately won't be one. </p>
<p>
     With a market capitalization of $10.4 billion Friday afternoon, Altera would be a big bite for Intel, which has traditionally stuck to smaller acquisitions whenever it's done deals. </p>
<p>
     Write to Dana Mattioli at dana.mattioli@wsj.com and Dana Cimilluca at dana.cimilluca@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Altera Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US0214411003</p>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  March 27, 2015 15:39 ET (19:39 GMT)</p>
",7:39:30 PM,9932
,4/14/2015,,,,Intel Reports 3% Rise in Earnings,"<pre>
By Tess Stynes </pre>
<p>
     Intel Corp. reported a 3% growth in first-quarter earnings on flat revenue growth as the semiconductor giant was hurt by softer demand for personal computers and impacts from a stronger U.S. dollar. </p>
<p>
     Shares rose 1.9% to $32.10 in recent after-hours trading. Through Tuesday's close, the stock has declined 13% this year. </p>
<p>
     For 2015, Intel said it now expects revenue to be flat from a year ago, when it reported full-year revenue of $55.9 billion. Analysts polled by Thomson Reuters expected revenue of $55.69 billion. </p>
<p>
     The company in January withdrew its previous annual guidance for revenue growth in the mid-single digits and slashed its first-quarter outlook on weaker-than-expected demand for business desktop computers and lower inventory levels among computer and parts suppliers. </p>
<p>
     For the second quarter, Intel projected revenue of $13.2 billion, plus or minus $500 million. Analysts polled by Thomson Reuters expected revenue of $13.51 billion. </p>
<p>
     The Santa Clara, Calif., company has been hurt in recent years from the shift to mobile devices from PCs. Late last year, Intel was planning to combine its operations that handle chips for PCs with those targeting smartphones and tablets amid pressures to increase its presence in mobile devices. The changes were scheduled to take effect early this year. </p>
<p>
     Overall, Intel reported a profit of $1.99 billion, or 41 cents a share, up from $1.93 billion, or 38 cents a share, a year earlier. Analysts polled by Thomson Reuters expected per-share profit of 41 cents. </p>
<p>
     Revenue was $12.78 billion, compared with $12.76 billion a year ago and in-line with Intel's reduced guidance for revenue of $12.8 billion, plus or minus $300 million. </p>
<p>
     Gross margin rose to 60.5% from 59.6%. </p>
<p>
     Last week, The Wall Street Journal and other outlets reported that Intel's plan to acquire Altera Corp. appeared to have stalled. Investors likely will be watching for any details on whether there is still a chance of any deal between the chip makers. </p>
<p>
     If such a deal were to be reached, the move would represent the semiconductor giant's biggest-ever acquisition. Intel also would gain a company with faster revenue growth. Some analysts think Intel wants Altera--which specializes in field-programmable network arrays--to help defend its position in server chips. </p>
<p>
     Write to Tess Stynes at tess.stynes@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Altera Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US0214411003</p>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  April 14, 2015 16:13 ET (20:13 GMT)</p>
",8:13:58 PM,10322
,4/28/2015,,,,Intel Restructures New Technology Efforts,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  April 28, 2015 16:23 ET (20:23 GMT)</p>
",8:23:58 PM,16708
,4/28/2015,,,,Intel VP Mike Bell to Take On New Role,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  April 28, 2015 16:23 ET (20:23 GMT)</p>
",8:23:58 PM,16709
,4/28/2015,,,,Intel's Joshua Walden to Lead New Group,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  April 28, 2015 16:23 ET (20:23 GMT)</p>
",8:23:58 PM,16710
,4/28/2015,,,,Intel Restructures New Technology Efforts,"<pre>
By Don Clark </pre>
<p>
     Intel Corp. is reorganizing operations responsible for helping move the company into new markets, a move expected to change the role of a prominent executive who led the chip maker's push into wearable devices. </p>
<p>
     The Silicon Valley giant has established what it calls the new technology group, which combines a number of research and product-development efforts into a single organization, an Intel spokeswoman said. </p>
<p>
     Intel's new unit would encompass operations formerly carried out by the company's new devices group, the spokeswoman said. That group's general manager was Mike Bell, a vice president who is known for stints helping lead product development at Apple Inc. and Palm Inc. before joining Intel in 2010. </p>
<p>
     Mr. Bell--who has appeared at industry events to show off products like smartwatches and eyewear powered by Intel technology--will assume an unspecified new role as a result of the reorganization, the spokeswoman said. </p>
<p>
     Write to Don Clark at don.clark@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Hewlett-Packard Co.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4282361033</p>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  April 28, 2015 16:40 ET (20:40 GMT)</p>
",8:40:25 PM,17411
,4/28/2015,,,,Intel Restructures New Technology Efforts--Update,"<pre>
By Don Clark </pre>
<p>
     Intel Corp. is reorganizing operations responsible for helping move the company into new products, a move expected to change the role of a prominent executive who led the chip maker's push into wearable devices. </p>
<p>
     The Silicon Valley giant has established what it calls the new technology group, which combines a number of research and product-development efforts into a single organization, an Intel spokeswoman said. </p>
<p>
     Intel's new unit would encompass operations formerly carried out by the company's new devices group, the spokeswoman said. That group's general manager was Mike Bell, a vice president who is known for stints helping lead product development at Apple Inc. and Palm Inc. before joining Intel in 2010. </p>
<p>
     Mr. Bell--who has appeared at industry events to show off products like smartwatches and eyewear powered by Intel technology--will assume an unspecified new role as a result of the reorganization, the spokeswoman said. </p>
<p>
     The wearables push has been one of the most visible priorities under Brian Krzanich, who became Intel's chief executive in May 2013. Intel famously failed to get its chips into many smartphones and the initial wave of tablets, and Mr. Krzanich has expressed determination to get in early on the wearables market. </p>
<p>
     Intel's new technology group would be led by Joshua Walden, a senior vice president and Intel veteran who previously shared oversight over the company's platform development group, the spokeswoman said. </p>
<p>
     The group would incorporate what Intel had called its new business initiatives group, or NBI, which helped spur the creation of products outside of the company's core chip operations. Bringing all such operations into one unit ""will help to drive greater synergies,"" the spokeswoman said. </p>
<p>
     Roger Kay, an analyst at Endpoint Technologies Associates, said Intel's efforts in wearable devices have attracted attention, but haven't generated much in the way of revenues yet. </p>
<p>
     ""When companies move things around, typically it means they are not happy with how things are going,"" he said. </p>
<p>
     The changes leave another senior vice president, Amir Faintuch, as the sole general manager of Intel's platform development group. The recent recruit from Intel rival Qualcomm Inc. is seen by analysts as a key force to help Intel become more competitive in multifunction products--also known as systems on a chip--that are popular in smartphones and other hardware. </p>
<p>
     Write to Don Clark at don.clark@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Apple, Inc.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US0378331005</p>
<p>
  Access Investor Kit for Hewlett-Packard Co.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4282361033</p>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  April 28, 2015 17:02 ET (21:02 GMT)</p>
",9:02:15 PM,17867
,5/31/2015,,,,Intel Nears Agreement to Buy Altera for About $54 a Share -- Sources >INTC ALTR,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  May 31, 2015 13:48 ET (17:48 GMT)</p>
",5:48:14 PM,1091
,5/31/2015,,,,Intel-Altera Deal Likely To Be Announced Monday -- Sources >INTC ALTR,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  May 31, 2015 13:48 ET (17:48 GMT)</p>
",5:48:14 PM,1092
,5/31/2015,,,,Intel Acquisition to Value Altera at About $17B -- Sources >INTC ALTR,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  May 31, 2015 13:57 ET (17:57 GMT)</p>
",5:57:09 PM,1096
,5/31/2015,,,,Intel Nears Agreement to Buy Altera for About $54 a Share -- Sources >INTC ALTR,"<pre>
By Dana Cimilluca and Dana Mattioli </pre>
<p>
     Intel Corp. is on the cusp of agreeing to buy rival chip maker Altera Corp. for about $54 a share, according to people familiar with the matter. </p>
<p>
     The deal, likely to value Altera at about $17 billion, is expected to be announced Monday, the people said. </p>
<p>
     Don Clark contributed to this article </p>
<p>
  Write to Dana Cimilluca at dana.cimilluca@wsj.com and Dana Mattioli at dana.mattioli@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Altera Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US0214411003</p>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  May 31, 2015 14:00 ET (18:00 GMT)</p>
",6:00:10 PM,1107
,6/1/2015,,,,Intel To Acquire Altera >INTC ALTR,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:31 ET (12:31 GMT)</p>
",12:31:00 PM,4540
,6/1/2015,,,,Intel To Acquire Altera for $54/Shr in Cash,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:31 ET (12:31 GMT)</p>
",12:31:42 PM,4561
,6/1/2015,,,,Intel To Acquire Altera in All-Cash Deal Valued at $16.7B,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:32 ET (12:32 GMT)</p>
",12:32:01 PM,4566
,6/1/2015,,,,"Intel Sees Buy Adding to Non-GAAP EPS, Free Cash Flow First Yr After Close","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:32 ET (12:32 GMT)</p>
",12:32:32 PM,4573
,6/1/2015,,,,"Intel: Buy Enables New Classes Of Pdts In High-Growth Data Center, Internet Of Things Mkt Segments","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:33 ET (12:33 GMT)</p>
",12:33:18 PM,4594
,6/1/2015,,,,Intel Agrees to Buy Altera for $16.7 Billion,"<pre>
By Dana Cimilluca, Dana Mattioli and Don Clark </pre>
<p>
     Intel Corp. agreed to buy Altera Corp. for roughly $16.7 billion in cash, a long-discussed deal seen helping Intel defend a crucial business. </p>
<p>
     Altera stockholders would receive about $54 a share, around the price the company rejected in April during an earlier round of talks. </p>
<p>
     The price is roughly 56% higher than the one at which Altera traded before The Wall Street Journal first reported talks between the companies on March 27. Altera's shares closed Friday at $48.85. </p>
<p>
     Intel's bid continues a consolidation wave in the semiconductor industry--a particularly active sector for deal making of late in a red-hot year for mergers and acquisitions--as companies search for new sources of revenue growth and target chip makers finding it hard to boost profitability on their own. Avago Technologies Ltd. on Thursday announced a $37 billion deal to buy Broadcom Corp., the largest technology acquisition on record. </p>
<p>
     Some of the potential buyers have ample cash reserves as well as the opportunity to borrow at relatively low interest rates. Intel, as of March 28, reported about $14 billion of cash and short-term investments, plus about $8.2 billion in long-term investments. </p>
<p>
     Besides adding product lines to generate more revenue, buyers are attracted by benefits such as the possibility of pushing more chips through sales channels that stay about the same size, yielding expense savings amid an increase in the cost of designing and manufacturing new chips. </p>
<p>
     The companies in the latest transaction are already partners. Intel's factories churn out some high-end semiconductors for Altera, which designs chips but turns to external manufacturers to make them. </p>
<p>
     Intel, the kingpin of processor chips, is expected to use the smaller company's line of programmable chips to get revenue growth amid a slowdown in personal-computer demand that is crimping its own growth. </p>
<p>
     Altera's business also is widely seen as a way for Intel to protect its stronghold in chips for server systems, a market that generated more than half of Intel's operating profit in the quarter ended in March. Companies have lately been using chips from Altera and rival Xilinx Inc. to help speed up their servers, and some analysts believe that Intel needs to have an internal source of the technology to respond to the trend. </p>
<p>
     Discussions between the companies broke off in April, when Altera rejected an offer from Intel around $54 a share, people familiar with the matter have said. Altera's decision angered some of its significant investors, who were skeptical that the company could reach such a price any time soon based on its own efforts. </p>
<p>
     Talks then resumed in May, people familiar with the situation said. </p>
<p>
     Intel, based in Santa Clara, Calif., is known for general-purpose microprocessor chips that can be programmed to perform a near-infinite variety of computing tasks. But some kinds of operations--such as converting a video from one format into another, or encrypting data so unauthorized people can't read it--can be executed more quickly using circuitry that is custom-tailored for the specific task. </p>
<p>
     Some big electronics companies still design custom chips for their products. But the cost of doing so has risen steadily over the years, so the practice makes sense only for hardware makers that have large sales volumes that will generate a return for their design investment. </p>
<p>
     Altera, along with Xilinx, popularized a middle path. They sell chips called field-programmable gate arrays, or FPGAs, that are configured by customers after the chips leave the factory. Each chip contains blocks of circuitry for specific kinds of processing or data-storage jobs, and programmers can select and arrange how electrical signals travel between them. </p>
<p>
     The result isn't as fast as a specialized chip designed from scratch but has long been an attractive option in certain markets--particularly in hardware such as cellular base stations and switching systems. And a newer trend--using FPGAs alongside server systems in large data centers--is making the technology particularly important for Intel's future. </p>
<p>
     Intel sells more than 90% of the chips used in servers, the mainstay for jobs such as email and Web pages. While the company gets most of its revenue from chips for personal computers, its Xeon server chips are much more profitable. So Intel has an incentive to go to great lengths to keep server buyers happy. </p>
<p>
     Some of those companies, particularly Wall Street investment banks and big Web services, have been experimenting with non-Intel technologies to carry out computing chores faster or with lower power consumption. International Business Machines Corp. is working with a series of partners to try to position its Power chips for Web applications. Users of technology from ARM Holdings PLC, the standard in smartphones, are also trying to penetrate the data center. </p>
<p>
     Still another tack is to use SHYFPGAs along with Intel's chips or other processors to speed up computing jobs. Microsoft Corp., for example, has been testing the use of Altera FPGAs to get answers faster with its Bing search engine. </p>
<p>
     Intel has responded to the technology changes in several ways, including customizing chips for some big customers and packaging its Xeon chips with FPGAs. But there is another approach that could pose an even bigger threat in the future, analysts say--putting a processor and an FPGA on one piece of silicon, which allows much faster communications than putting two chips next to each other. </p>
<p>
     Altera and Xilinx have recently been offering customers FPGAs that have ARM processors embedded in them. </p>
<p>
     Intel, to help get comparable speed benefits and counter rivals such as ARM, needs to be able to sell chips that have a similar combination of processor and FPGA technology, some analysts say. </p>
<p>
     Chelsey Dulaney contributed to this article. </p>
<p>
  Write to Dana Cimilluca at dana.cimilluca@wsj.com, Dana Mattioli at dana.mattioli@wsj.com and Don Clark at don.clark@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Altera Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US0214411003</p>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  June 01, 2015 08:33 ET (12:33 GMT)</p>
",12:33:25 PM,4595
,6/1/2015,,,,Altera Will Become Intel Business Unit >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:34 ET (12:34 GMT)</p>
",12:34:18 PM,4623
,6/1/2015,,,,"Intel Plans To Continue Support, Development For Altera's ARM-Based, Power Management Pdt Lines","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:34 ET (12:34 GMT)</p>
",12:34:44 PM,4633
,6/1/2015,,,,Intel Deal Expected To Close Within 6-9 Months >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:35 ET (12:35 GMT)</p>
",12:35:05 PM,4644
,6/1/2015,,,,Intel to Fund Buy With Combination Of Cash From Balance Sheet and Debt,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:35 ET (12:35 GMT)</p>
",12:35:26 PM,4658
,6/1/2015,,,,"Intel, Altera Boards Clear Deal >INTC","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  June 01, 2015 08:35 ET (12:35 GMT)</p>
",12:35:41 PM,4669
,7/2/2015,,,,Intel President Renee James Stepping Down >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  July 02, 2015 09:00 ET (13:00 GMT)</p>
",1:00:34 PM,5221
,7/2/2015,,,,Intel: James To Pursue An External CEO Role >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  July 02, 2015 09:00 ET (13:00 GMT)</p>
",1:00:46 PM,5228
,7/2/2015,,,,Intel: James to Stay Until January to Transition Executive Office >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  July 02, 2015 09:01 ET (13:01 GMT)</p>
",1:01:40 PM,5240
,7/2/2015,,,,Intel: Intel Capital President Arvind Sodhani to Retire in January >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  July 02, 2015 09:02 ET (13:02 GMT)</p>
",1:02:25 PM,5254
,7/8/2015,,,,Apple Asked Suppliers To Manufacture 85M-90M New iPhones by Dec. 31--Sources,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 08, 2015 10:52 ET (14:52 GMT)</p>
",2:52:10 PM,7962
,7/8/2015,,,,Initial iPhone Run Would be a Record,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 08, 2015 10:52 ET (14:52 GMT)</p>
",2:52:10 PM,7963
,7/8/2015,,,,Apple Plans to Add Force Touch Technology for Two New iPhone Models-- Sources,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 08, 2015 10:52 ET (14:52 GMT)</p>
",2:52:10 PM,7964
,7/8/2015,,,,Apple Will Add One New Color for Aluminum Casing of New iPhones-- Sources,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 08, 2015 10:52 ET (14:52 GMT)</p>
",2:52:10 PM,7965
,7/8/2015,,,,Apple Considers Adding Third Assembler for New iPhones To Meet Demand--Sources,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 08, 2015 10:52 ET (14:52 GMT)</p>
",2:52:10 PM,7966
,7/8/2015,,,,Apple Preparing Record Number of New iPhones,"<pre>
By Lorraine Luk And Daisuke Wakabayashi </pre>
<p>
     Apple Inc. is preparing for a larger initial production run of its next iPhones, betting that even modest hardware changes will entice consumers to upgrade handsets and outstrip demand for the larger-screen phones that it released last year. </p>
<p>
     Apple is asking suppliers to manufacture between 85 million and 90 million units combined of two new iPhone models with 4.7-inch and 5.5-inch displays by Dec. 31, according to people familiar with the matter. The screen sizes are the same as in the iPhone 6 and iPhone 6 Plus. </p>
<p>
     By comparison, Apple last year ordered a then-record initial production run of 70 million to 80 million for its first larger-screen iPhones. </p>
<p>
     An Apple spokeswoman declined to comment. </p>
<p>
     Apple was slow to enter the larger smartphone market, but it has recorded blockbuster sales for its latest iPhones. In the first half of its fiscal year ending September, Apple sold 135.6 million iPhones, a 43% increase from the same period a year earlier. Before the iPhone 6, Apple's largest phone had a 4-inch display. </p>
<p>
     The changes in the iPhone models expected to be released later this year will be less noticeable than last year's. The phones are expected to feature Apple's Force Touch technology that can distinguish between a light tap and deep press, allowing users to control a device differently depending on how hard they push on the screen, according to people familiar with the matter. Apple has added this feature to the Apple Watch and MacBook laptop computer. </p>
<p>
     In addition to keeping the display size unchanged, Apple is expected to keep the screen resolution about the same, according to people familiar with the matter. </p>
<p>
     It may offer a fourth color for the aluminum casing of the iPhone, in addition to silver, gold and space gray, these people said. </p>
<p>
     The information about iPhone production orders comes from Apple's suppliers. Apple may adjust orders based on its projected demand, and it doesn't inform all suppliers at the same time. </p>
<p>
     Hon Hai Precision Industry Co., also known as Foxconn, which has long been Apple's primary assembler, is recruiting workers at its main iPhone production base in Zhengzhou, north-central China, anticipating mass production of the new phones to begin next month, the people familiar with the matter said. </p>
<p>
     Apple tends to release new iPhones in a ""ticktock"" cycle--a phrase also used for the releases of new processors at Intel Corp. In a ""tick"" year, Apple introduces a major design change, such as last year's bigger displays. In the following ""tock"" year, it refines the previous year's design and sometimes makes more significant changes to the software. </p>
<p>
     To help produce the new phones, Apple is considering a third assembler, Wistron Corp., the people familiar with the matter said. Last year, Apple relied on Hon Hai and Pegatron Corp., and consumers sometimes faced long waits for the larger display phones. </p>
<p>
     Wistron has some experience manufacturing iPhones. The Taiwan-based contract maker started producing the older generation iPhone 5C model last year when Pegatron shifted to make the iPhone 6. If Wistron passes Apple's production run test in the coming months, it would be the first time Apple used three assemblers for the latest iPhone models. Also, it would likely mean a further reduction in Foxconn's share of Apple's iPhone orders. </p>
<p>
     Apple has diversified its assembly partners as its product portfolio has expanded. The strategy limits the exposure from relying too heavily on a single supplier for products that need to reach market quickly and in very high volumes. </p>
<p>
     Some component suppliers started manufacturing parts for the new iPhones in large quantity earlier this month, the people familiar with the matter said. </p>
<p>
     Write to Lorraine Luk at lorraine.luk@wsj.com and Daisuke Wakabayashi at Daisuke.Wakabayashi@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Apple, Inc.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US0378331005</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  July 08, 2015 10:52 ET (14:52 GMT)</p>
",2:52:10 PM,7967
,7/14/2015,,,,State-Owned Chinese Chip Maker Tsinghua Unigroup Makes $23 Billion Bid for Micron,"<pre>
By Eva Dou </pre>
<p>
     BEIJING--China's Tsinghua Unigroup Ltd. has submitted a bid to buy out U.S. memory chip maker Micron Technology Inc. for $23 billion, people familiar with the matter said. </p>
<p>
     Tsinghua Unigroup, China's largest state-owned chip design company, offered $21 a share for Micron, a 19.3% premium over its Monday closing price, one of the people said. </p>
<p>
     Shares of Nasdaq-listed Micron have fallen by nearly half in the past year and closed up 0.2% at $17.61 Monday. </p>
<p>
     Beijing-based Tsinghua Unigroup already has several links to major U.S. companies. It acquired a controlling stake in Hewlett-Packard Co.'s China networking equipment unit in May. Intel Corp. bought a 20% stake in Tsinghua Unigroup last year for $1.5 billion. </p>
<p>
     Tsinghua Unigroup, which was founded in 1988 by China's elite Tsinghua University, became China's largest chip design firm in 2013 after acquiring two of the country's largest mobile-chip firms, Spreadtrum Communications and RDA Microelectronics. </p>
<p>
     Micron, based in Boise, Idaho, is the last remaining U.S. maker of the widely used chips known as dynamic random access memory, or DRAMs. It is No. 2 behind Samsung Electronics Co. in that market, and makes the NAND flash memory used to store data in mobile devices such as smartphones. </p>
<p>
     The company's stock surged last year on stronger prices of memory chips and signs the market was consolidating to a smaller number of players. But Micron's stock, which closed 2014 at $35.01, has slid lately on worries about the health of the personal-computer market, a major user of DRAMs. </p>
<p>
     Micron in June reported a 39% drop in profit for the third fiscal quarter ended June 4. </p>
<p>
     Don Clark in San Francisco contributed to this article. </p>
<p>
     Write to Eva Dou at eva.dou@wsj.com </p>
<pre>
 </pre>
<p>
  Access Investor Kit for Intel Corp.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US4581401001</p>
<p>
  Access Investor Kit for Micron Technology, Inc.</p>
<p>
  Visit http://www.companyspotlight.com/partner?cp_code=P479&amp;isin=US5951121038</p>
<p>
  (END) Dow Jones Newswires</p>
<p>
  July 13, 2015 20:24 ET (00:24 GMT)</p>
",12:24:50 AM,12038
,7/28/2015,,,,"Intel, Micron Claim Memory-Chip Breakthrough","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 28, 2015 12:00 ET (16:00 GMT)</p>
",4:00:33 PM,10057
,7/28/2015,,,,"Intel, Micron Say Chips 1,000 Times Faster Than Flash Memory","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 28, 2015 12:00 ET (16:00 GMT)</p>
",4:00:33 PM,10058
,7/28/2015,,,,"Intel, Micron Plan to Ship Sample Chips This Year","<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires</p>
<p>
  July 28, 2015 12:00 ET (16:00 GMT)</p>
",4:00:33 PM,10059
,10/13/2015,,,,Intel Profits Slide Amid PC Slump,"<pre>
By Tess Stynes </pre>
<p>
     Intel Corp. said its third-quarter earnings fell 6.3% amid weak demand for personal computers. </p>
<p>
     The semiconductor giant's shares, up 1.8% over the past year, added 6 cents to $32.10 in recent after-hours trading </p>
<p>
     For the current fourth quarter, the company forecast revenue of $14.8 billion, plus or minus $500 million. Analysts polled by Thomson Reuters expected revenue of $14.83 billion. </p>
<p>
     The Santa Clara, Calif., company's biggest business remains chips that power PCs, a sector that continued to struggle in the latest quarter, with IDC and rival Gartner both reporting that shipments declined in the period and received little help from the release of Microsoft Corp.'s new Windows 10 operating system. </p>
<p>
     Buyers also may be putting off purchases until the arrival of PCs built with Skylake, a long-awaited overhaul of Intel's flagship Core line of microprocessors, which aren't expected to reach many consumers until later this fall. </p>
<p>
     Overall, Intel reported a profit of $3.11 billion, or 64 cents a share, down from $3.32 billion, or 66 cents a share, a year earlier. Revenue decreased slightly to $14.47 billion from $14.55 billion. </p>
<p>
     Analysts polled by Thomson Reuters expected per-share profit of 59 cents and revenue of $14.22 billion. The semiconductor giant in July projected revenue of $14.3 billion, plus or minus $500 million. </p>
<p>
     Gross margin fell to 63% from 65%. </p>
<p>
     Write to Tess Stynes at tess.stynes@wsj.com </p>
<pre>
 </pre>
<p>
  (END) Dow Jones Newswires</p>
<p>
  October 13, 2015 16:08 ET (20:08 GMT)</p>
",8:08:03 PM,9980
,11/19/2015,,,,Intel Raises Annual Dividend to $1.04 Vs. 96c >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  November 19, 2015 12:29 ET (17:29 GMT)</p>
",5:29:53 PM,9792
,11/19/2015,,,,Intel Sees 2016 Revenue Growth in Mid-Single Digits >INTC,"<pre>
 </pre>
<p>
  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)</p>
<p>
  November 19, 2015 12:30 ET (17:30 GMT)</p>
",5:30:16 PM,9827
